0.5,0
1.5,0
2.5,0
3.5,0
4.5,0
5.5,0
6.5,0
7.5,24
8.5,80
9.5,55
10.5,130
11.5,130
12.5,152
13.5,74
14.5,19
15.5,0
16.5,0
17.5,0
18.5,0
19.5,0
20.5,0
21.5,0
22.5,0
23.5,0
24.5,0
25.5,0
26.5,0
27.5,0
28.5,0
29.5,0
30.5,0
31.5,11
32.5,35
33.5,55
34.5,66
35.5,65
36.5,54
37.5,33
38.5,8
39.5,0
40.5,0
41.5,0
42.5,0
43.5,0
44.5,0
45.5,0
46.5,0
47.5,0
48.5,0
49.5,0
50.5,0
51.5,0
52.5,0
53.5,0
54.5,0
55.5,12
56.5,36
57.5,56
58.5,66
59.5,65
60.5,54
61.5,109
62.5,33
63.5,0
64.5,0
65.5,0
66.5,0
67.5,0
68.5,0
69.5,0
70.5,0
71.5,0
72.5,0
73.5,0
74.5,0
75.5,0
76.5,0
77.5,0
78.5,0
79.5,63
80.5,197
81.5,306
82.5,109
83.5,101
84.5,73
85.5,151
86.5,35
87.5,0
88.5,0
89.5,0
90.5,0
91.5,0
92.5,0
93.5,0
94.5,0
95.5,0
96.5,0
97.5,0
98.5,0
99.5,0
100.5,0
101.5,0
102.5,0
103.5,27
104.5,81
105.5,127
106.5,132
107.5,133
108.5,112
109.5,97
110.5,26
111.5,0
112.5,0
113.5,0
114.5,0
115.5,0
116.5,0
117.5,0
118.5,0
119.5,0
120.5,0
121.5,0
122.5,0
123.5,0
124.5,0
125.5,0
126.5,0
127.5,27
128.5,36
129.5,56
130.5,133
131.5,134
132.5,121
133.5,97
134.5,21
135.5,0
136.5,0
137.5,0
138.5,0
139.5,0
140.5,0
141.5,0
142.5,0
143.5,0
144.5,0
145.5,0
146.5,0
147.5,0
148.5,0
149.5,0
150.5,0
151.5,13
152.5,36
153.5,57
154.5,68
155.5,67
156.5,54
157.5,35
158.5,9
159.5,0
160.5,0
161.5,0
162.5,0
163.5,0
164.5,0
165.5,0
166.5,0
167.5,0
168.5,0
169.5,0
170.5,0
171.5,0
172.5,0
173.5,0
174.5,0
175.5,57
176.5,166
177.5,313
178.5,77
179.5,128
180.5,114
181.5,99
182.5,35
183.5,0
184.5,0
185.5,0
186.5,0
187.5,0
188.5,0
189.5,0
190.5,0
191.5,0
192.5,0
193.5,0
194.5,0
195.5,0
196.5,0
197.5,0
198.5,0
199.5,45
200.5,122
201.5,130
202.5,135
203.5,136
204.5,115
205.5,100
206.5,34
207.5,0
208.5,0
209.5,0
210.5,0
211.5,0
212.5,0
213.5,0
214.5,0
215.5,0
216.5,0
217.5,0
218.5,0
219.5,0
220.5,0
221.5,0
222.5,0
223.5,38
224.5,133
225.5,230
226.5,93
227.5,118
228.5,122
229.5,124
230.5,37
231.5,0
232.5,0
233.5,0
234.5,0
235.5,0
236.5,0
237.5,0
238.5,0
239.5,0
240.5,0
241.5,0
242.5,0
243.5,0
244.5,0
245.5,0
246.5,0
247.5,74
248.5,171
249.5,49
250.5,56
251.5,90
252.5,98
253.5,143
254.5,42
255.5,0
256.5,0
257.5,0
258.5,0
259.5,0
260.5,0
261.5,0
262.5,0
263.5,0
264.5,0
265.5,0
266.5,0
267.5,0
268.5,0
269.5,0
270.5,0
271.5,40
272.5,87
273.5,57
274.5,69
275.5,69
276.5,56
277.5,36
278.5,12
279.5,0
280.5,0
281.5,0
